name,input,label
яблочный ро мартини,ингредиенты: водка яблочный сироп желтый яблочный сок лимонный сок яблоко розмарин лед пожелания: крепкие сладкие травяные фруктовые на водке,"Положи в шейкер нарезанную половину зеленого яблока, веточку розмарина и подави мадлером. Налей лимонный сок 15 мл, яблочный сок 20 мл, яблочный сироп желтый 20 мл и водку 60 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась двумя дольками зеленого яблока"
ак-энд-эль,ингредиенты: виски эль медовый сироп лимонный сок лед пожелания: слабоалкогольные сладкие на виски лонги желтые,Наполни кружку кубиками льда доверху. Налей шотландский виски 30 мл. Добавь лимонный сок 10 мл и медовый сироп 15 мл. Долей эль доверху и аккуратно размешай коктейльной ложкой
тодди грог,ингредиенты: ром гренадин черный чай лимон апельсин карамбола мята гвоздика молотая корица пожелания: слабоалкогольные сладкие пряные цитрусовые на роме,Положи в бокал для ирландского кофе по одной мелко нарезанной четвертинке апельсина и лимона. Добавь щепотку молотой корицы и гвоздику 2 шт.. Налей гренадин 20 мл и темный ром 50 мл. Долей горячий черный чай доверху и аккуратно размешай коктейльной ложкой. Укрась карамболой и веточкой мяты
сорок четыре,ингредиенты: ром ром биттер сироп маршмэллоу белок перепелиного яйца лепестки роз мускатный орех молотый лед пожелания: крепкие тропические на роме шорт дринки бежевые,"Налей в шейкер белок перепелиного яйца 15 мл и сироп маршмэллоу 20 мл. Добавь шоколадный биттер 3 дэш, кокосовый ром 15 мл и домашний обогащенный маслом кокоса ром 30 мл. Тщательно взбей безо льда. Наполни шейкер кубиками льда и взбей еще раз. Перелей через стрейнер в рокс. Укрась лепестками роз и мускатным орехом"
тессманский дьявол,ингредиенты: джин стрега лилле блан биттер лимонный сок перец чили табаско соус красный лед пожелания: крепкие кислые пикантные травяные на джине,"Налей в шейкер лимонный сок 20 мл, лилле блан 20 мл и стрегу 20 мл. Добавь пишо биттер 1 дэш, табаско соус красный 1 дэш и лондонский сухой джин 20 мл. Наполни шейкер кубиками льда и взбей еще раз. Перелей через стрейнер в коктейльный бокал. Укрась перцем чили"
персиковый виски сауэр,ингредиенты: виски биттер сахарный сироп лимонный сок белок перепелиного яйца коктейльная вишня красная лед пожелания: крепкие цитрусовые кислые на виски твисты,"Наполни рокс кубиками льда. Налей в шейкер белок перепелиного яйца 15 мл, лимонный сок 30 мл, сахарный сироп 15 мл и шотландский виски 50 мл. Добавь персиковый биттер 2 дэш. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в рокс. Укрась 3 коктейльными вишнями на шпажке"
карел готт,ингредиенты: ром трипл сек бехеровка сахарный сироп клюквенный сок лаймовый сок малина лед пожелания: крепкие цитрусовые ягодные травяные сладкие,"Положи в шейкер малину 2 ягоды и подави мадлером. Налей лаймовый сок 5 мл, сахарный сироп 5 мл, клюквенный сок 20 мл, ликер трипл сек 10 мл, бехеровку 25 мл и белый ром 20 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденное шампанское блюдце"
английский,ингредиенты: джин сахарный сироп вишневый сок лимонный сок черная смородина красная смородина малина ежевика черника лед пожелания: крепкие ягодные сладкие на джине тини,"Положи в шейкер малину 3 ягоды, ежевику 2 ягоды и чернику 1 к. ложку. Добавь черную смородину 3 к. ложки и подави мадлером. Налей лимонный сок 15 мл, сахарный сироп 10 мл, вишневый сок 30 мл и джин 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась веточкой красной смородины"
голландский дайкири,ингредиенты: ром ананасовый сироп лаймовый сок сушеный ананас лед пожелания: крепкие тропические пряные на роме твисты,Налей в шейкер лаймовый сок 20 мл и ананасовый сироп 10 мл. Добавь пряный ром 60 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в охлажденное шампанское блюдце. Укрась сушеным ананасом
зеленая фея пунш,ингредиенты: водка ром текила абсент дынный ликер ликер блю кюрасао лимонный сок энергетик лед пожелания: крепкие цитрусовые травяные пряные на ликере,"Пятилитровой чаши для пунша хватит приблизительно на 20–25 порций. Наполни чашу кубиками льда на 1/3. Налей  лимонный сок 600 мл, ликер блю кюрасао 150 мл, дынный ликер 450 мл, белый ром 200 мл, водку 200 мл, серебряную текилу 200 мл и абсент 200 мл. Долей энергетик доверху и аккуратно размешай коктейльной ложкой"
эй-би-си,ингредиенты: коньяк айриш крим ликер амаретто пожелания: крепкие сладкие сливочные на коньяке на ликере,"Налей в стопку ликер амаретто 20 мл. Используя коктейльную ложку, уложи слоями айриш крим 20 мл и коньяк 20 мл"
без обязательств,ингредиенты: женевер сироп агавы лимонный сок соленая кокосовая карамель лед пожелания: крепкие цитрусовые на джине шорт дринки оранжевые,"Налей в шейкер лимонный сок 20 мл, сироп агавы 15 мл и дженевер 60 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный бокал. Укрась соленой кокосовой карамелью"
французский кленовый чай,ингредиенты: коньяк кленовый сироп чай ассам апельсин лайм мята корица в палочках апельсиновая цедра пожелания: слабоалкогольные сладкие пряные на коньяке горячие,"Положи в бокал для ирландского кофе нарезанную половинку кружка апельсина, порезанную маленькую дольку лайма и палочку корицы. Налей кленовый сироп 25 мл и коньяк 50 мл . Долей горячий чай ассам доверху и аккуратно размешай коктейльной ложкой. Укрась веточкой мяты и апельсиновой цедрой"
с фиделем,ингредиенты: ром кофейный ликер южный комфорт трипл сек киви пожелания: крепкие сладкие пряные на роме шоты,"Налей в стопку кофейный ликер 10 мл. Используя коктейльную ложку, уложи слоями белый ром 20 мл, южный комфорт 10 мл и ликер трипл сек 10 мл. Укрась четвертинкой киви. Выпей шот и заверши его киви"
сказка,ингредиенты: джин биттер биттер лаймовый сок малина лимонная трава малиновый джем лед пожелания: крепкие ягодные сладкие травяные на джине,Положи в шейкер нарезанную лимонную траву 1/3 стебля и подави мадлером. Положи малиновый джем 4 к. ложки. Налей лаймовый сок 10 мл и джин 20 мл. Добавь ангостуру биттер 2 дэш и апельсиновый биттер 1 дэш. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в стопку. Укрась ягодой малины и стеблем лимонной травы
негрони на районе,ингредиенты: драмбуи биттер портвейн красное вино сухое биттер биттер апельсиновая цедра лед пожелания: крепкие пряные горькие травяные на вине,"Наполни рокс кубиками льда доверху. Налей в стакан для смешивания портвейн тони 15 мл, красное вино сухое 40 мл, драмбуи 15 мл и красный биттер 30 мл. Добавь персиковый биттер 3 дэш и сливовый биттер 3 дэш. Наполни стакан кубиками льда и размешай коктейльной ложкой. Перелей через стрейнер в рокс. Укрась апельсиновой цедрой"
мохито ежевичный,ингредиенты: ром ежевичный сироп содовая лайм ежевика мята лед пожелания: слабоалкогольные кислые ягодные мятные на роме,Положи в хайбол мяту 10 листьев и ежевику 10 ягодок. Добавь лайм 3 дольки и подави мадлером. Наполни хайбол дробленым льдом доверху. Налей ежевичный сироп 15 мл и белый ром 50 мл . Долей содовую доверху и аккуратно размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась веточкой мяты и ягодой ежевики
цветущий остров,ингредиенты: текила ликер мараскино сахарный сироп апельсиновый сок гранат коктейльная вишня красная лед лед пожелания: крепкие цитрусовые кислые на текиле лонги,"Наполни слинг дробленым льдом доверху. Положи в шейкер зерна половины граната и подави мадлером. Налей апельсиновый сок 50 мл, сахарный сироп 10 мл, ликер мараскино 25 мл и серебряную текилу 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в слинг. Досыпь немного дробленого льда. Укрась коктейльной вишней и зернами граната"
водка спрайт,ингредиенты: водка спрайт лайм лед пожелания: слабоалкогольные цитрусовые сладкие на водке миксы,Наполни хайбол кубиками льда доверху. Налей водку 50 мл . Долей спрайт доверху и аккуратно размешай коктейльной ложкой. Укрась двумя дольками лайма
севиче мэри,ингредиенты: водка лимонный сок томатный сок кориандр табаско соус красный устричный соус ворчестер соус черный перец молотый соль лед пожелания: слабоалкогольные кислые овощные пикантные на водке,"Наполни хайбол кубиками льда доверху. Налей в шейкер лимонный сок 15 мл, томатный сок 150 мл, устричный соус 20 мл и домашнюю перечную водку 40 мл. Добавь табаско соус красный 2 дэш, ворчестер соус 3 дэш, щепотку соли и щепотку черного перца молотого. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в хайбол. Укрась веточкой кориандра"
зеленая фея,ингредиенты: текила абсент водка ром ликер блю кюрасао дынный ликер лимонный сок энергетик коктейльная вишня красная лимонная цедра лед пожелания: крепкие травяные цитрусовые сладкие на ликере,"Наполни слинг кубиками льда доверху. Налей лимонный сок 30 мл, ликер блю кюрасао 10 мл, дынный ликер 30 мл, белый ром 15 мл, водку 15 мл, серебряную текилу 15 мл и абсент 15 мл. Долей энергетик доверху и аккуратно размешай коктейльной ложкой. Укрась двумя коктейльными вишнями на шпажке и лимонной цедрой"
джин и клюква,ингредиенты: джин клюквенный сок грейпфрут лед пожелания: слабоалкогольные сладкие на джине миксы лонги,Наполни хайбол кубиками льда доверху. Налей джин 50 мл . Долей клюквенный сок доверху и аккуратно размешай коктейльной ложкой. Укрась долькой грейпфрута
холодный кофе аршат,ингредиенты: миндальный сироп кофе эспрессо молоко лед лед пожелания: безалкогольные кофейные сливочные сладкие на молоке,Наполни рокс дробленым льдом доверху. Налей молоко 70 мл. Налей в шейкер кофе эспрессо 30 мл и миндальный сироп 15 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в рокс
абрикосовый глинтвейн с коньяком,ингредиенты: коньяк красное вино сухое абрикос апельсин абрикосовый джем корица в палочках гвоздика лимонная цедра пожелания: крепкие пряные фруктовые цитрусовые на коньяке,"Положи в питчер абрикосовый джем 3 к. ложки, четвертинку апельсина и лимонную цедру . Налей красное вино сухое 150 мл и коньяк 20 мл. Добавь гвоздику 3 шт. и палочку корицы. Помешивая, нагрей, не доводя до кипения. Перелей в бокал для ирландского кофе. Укрась половинками абрикоса на шпажке"
сеньорита,ингредиенты: текила сахарный сироп лимонный сок яблочный сок имбирное пиво белок перепелиного яйца клубника мята лед пожелания: слабоалкогольные кислые ягодные на текиле физзы,"Наполни хайбол кубиками льда доверху. Положи в шейкер клубнику 3 ягоды и подави мадлером. Налей в шейкер белок перепелиного яйца 25 мл, лимонный сок 15 мл, яблочный сок 25 мл, сахарный сироп 10 мл и серебряную текилу 50 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в хайбол. Долей имбирное пиво доверху. Укрась половинкой клубники и веточкой мяты"
халк,ингредиенты: зеленый шартрез айриш крим пожелания: крепкие сливочные травяные на ликере шоты,"Налей в стопку айриш крим 25 мл. Используя коктейльную ложку, уложи слой зеленого шартреза 25 мл"
блэк саббат,ингредиенты: виски сироп маракуйи маракуйя ежевика лепестки роз лед пожелания: крепкие ягодные тропические сладкие на виски,"Положи в рокс ежевику 4 ягоды, мякоть четвертинки маракуйи и подави мадлером. Наполни рокс дробленым льдом доверху. Налей сироп маракуйи 20 мл, шотландский виски 40 мл и размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась ягодой ежевики и лепестком розы на шпажке"
бурбон на апельсине,ингредиенты: бурбон апельсин сахарный песок гвоздика корица в палочках пожелания: крепкие пряные цитрусовые на бурбоне шоты,"Положи в двухлитровую банку апельсины 4 шт.. Добавь гвоздику 20 шт., корицу в палочках 4 шт. и сахарный песок 200 г. Заполни оставшийся объем бурбоном. Закрой банку крышкой и настаивай 4 дня в темном и теплом месте"
малиновый лимонад,ингредиенты: малиновый сироп содовая лайм малина мята лед пожелания: безалкогольные сладкие ягодные на содовой лонги,"Положи в харрикейн малину 10 ягод, нарезанную половинку лайма и подави мадлером. Наполни харрикейн дробленым льдом доверху. Налей малиновый сироп 20 мл . Долей содовую доверху и аккуратно размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась ягодами малины, долькой лайма и веточкой мяты"
текила тореадор,ингредиенты: текила абрикосовый ликер лаймовый сок лайм лед пожелания: крепкие кислые на текиле шорт дринки желтые,"Наполни рокс кубиками льда доверху. Налей в шейкер лаймовый сок 15 мл, абрикосовый ликер 25 мл и золотую текилу 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в рокс. Укрась половинкой кружка лайма"
королевская дыня,ингредиенты: просекко дынный микс укроп пищевое сусальное золото лед пожелания: крепкие кислые на джине физзы прозрачные,Налей в шейкер домашний дынный микс 60 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в коктейльный бокал. Долей просекко доверху. Укрась укропом и сусальным золотом
поцелуй смерти,ингредиенты: писко виски вермут ликер мараскино саке содовая мирин лед пожелания: крепкие кислые на писко шорт дринки красные,"Наполни рокс кубиками льда доверху. Налей в стакан для смешивания мирин 20 мл, саке 20 мл и ликер мараскино 20 мо. Добавь красный вермут 30 мл, односолодовый виски с острова Айла 5 мл и писко 30 мл. Наполни стакан для смешивания кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер в рокс. Долей домашнюю «смертельную» содовую доверху"
брамбл,ингредиенты: джин ежевичный ликер сахарный сироп лимонный сок ежевика лимонная цедра лед лед пожелания: крепкие кислые на джине шорт дринки прозрачные,Наполни рокс кубиками льда доверху. Налей лимонный сок 20 мл и сахарный сироп 15 мл. Добавь ботаникал джин 50 мл и аккуратно размешай коктейльной ложкой. Налей ликер ежевики 5 мл и добавь немного дробленого льда. Укрась лимонной цедрой и двумя ягодами ежевики на коктейльной шпажке
добрый кокос,ингредиенты: текила кокосовый сироп ананас груша клубника лед пожелания: крепкие фруктовые тропические сладкие ягодные,Положи в блендер кружок ананаса и клубнику 3 ягоды. Налей кокосовый сироп 50 мл и серебряную текилу 50 мл. Добавь совок дробленого льда и взбей. Перелей в слинг. Укрась нарезанной клубникой и долькой груши
водка биттер мед,ингредиенты: водка медовый сироп биттер грейпфрут лед пожелания: слабоалкогольные цитрусовые горькие на водке лонги,Наполни хайбол кубиками льда доверху. Налей медовый сироп 10 мл и водку 50 мл. Долей биттер лемон доверху и аккуратно размешай коктейльной ложкой. Укрась долькой грейпфрута
капри,ингредиенты: водка сироп лимонника лаймовый сок содовая эстрагон лимонная цедра лед пожелания: слабоалкогольные сладкие травяные цитрусовые на водке,"Положи в хайбол эстрагон 30 листьев. Наполни хайбол дробленым льдом доверху. Налей лаймовый сок 10 мл, сироп лимонника 40 мл и цитрусовую  водку 40 мл. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась веточкой эстрагона и лимонной цедрой"
твою мать,ингредиенты: водка биттер лимонный сок ворчестер соус соль черный перец молотый пожелания: крепкие кислые пикантные соленые на водке,"Налей в стопку ворчестер соус 20 мл и лимонный сок 15 мл. Добавь по щепотке соли и черного перца молотого и размешай коктейльной ложкой. Используя коктейльную ложку, уложи слой водки 20 мл. Добавь ангостуру биттер 1 дэш"
южный морской бриз,ингредиенты: бурбон абрикосовый ликер лимонный сок мята курага сушеный финик лед лед пожелания: крепкие фруктовые сладкие на бурбоне шорт дринки,"Положи в рокс сушеный финик 1 шт и курагу 1 шт. Наполни рокс дробленым льдом доверху. Налей в шейкер лимонный сок 15 мл, абрикосовый ликер 25 мл и бурбон 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в рокс. Укрась курагой и листиками мяты"
белый русский,ингредиенты: водка кофейный ликер нежирные сливки лед пожелания: крепкие кофейные сливочные сладкие на водке,"Наполни рокс кубиками льда доверху. Налей в бокал нежирные сливки 30 мл, кофейный ликер 30 мл и водку 30 мл. Размешай коктейльной ложкой, пока не замерзнут стенки"
бьянко санрайз,ингредиенты: вермут клюквенный сок апельсиновый сок апельсин лед пожелания: слабоалкогольные сладкие цитрусовые на вермуте лонги,Наполни хайбол кубиками льда доверху. Налей апельсиновый сок 75 мл и белый вермут 50 мл. Долей клюквенный морс доверху и аккуратно размешай коктейльной ложкой. Укрась двумя дольками апельсина
50 оттенков улуна,ингредиенты: джин биттер сахарный сироп грейпфрутовый сок сок из лимонов гриль сухие цветки для чая лед пожелания: крепкие кислые цитрусовые на джине шорт дринки,"Налей в шейкер сок из лимонов гриль 15 мл, грейпфрутовый сок 15 мл, сахарный сироп 22.5 мл и домашний джин на улуне 60 мл. Добавь лимонный биттер 2 дэш. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в коктейльный бокал. Укрась сушеным чайным цветком"
май тай 3,ингредиенты: ром трипл сек миндальный сироп гренадин лимонный сок вишня лед лед пожелания: крепкие сладкие цитрусовые тропические на роме,"Наполни рокс дробленым льдом доверху. Налей в шейкер лимонный сок 15 мл, миндальный сироп 15 мл, ликер трипл сек 25 мл и белый ром 50 мл. Наполни кубиками льда и взбей. Перелей через стрейнер в рокс. Долей гренадин 10 мл. Досыпь немного дробленого льда. Укрась ягодами вишни"
маноа,ингредиенты: ром ром абсент ликер пименто драм сироп маракуйи сироп фалернум грейпфрутовый сок лаймовый сок лайм мята сахар в кубиках молотая корица лед пожелания: крепкие кислые цитрусовые пряные тропические,"Налей в шейкер лаймовый сок 20 мл, грейпфрутовый сок 20 мл, домашний сироп фалернум 15 мл, сироп маракуйи 15 мл, ликер пименто драм 10 мл, белый ром 45 мл и сверхкрепкий ром 30 мл. Наполни шейкер дробленым льдом и взбей. Перелей вместе со льдом в тики-бокал. Укрась веточкой мяты и половинкой лайма со смоченным в абсенте кубиком сахара внутри. Подожги сахар и посыпь молотой корицей"
мятный микс,ингредиенты: виски мандариновый сироп чай сенча мята гвоздика молотая корица пожелания: слабоалкогольные пряные цитрусовые сладкие на виски,Положу мяту 30 листиков в бокал для ирландского кофе. Налей мандариновый сироп 30 мл и шотландский виски 40 мл. Добавь щепотку молотой корицы и гвоздику 2 шт.. Долей горячий чай сенча доверху и аккуратно размешай коктейльной ложкой. Укрась листиками мяты
яблочное искушение,ингредиенты: абсент медовый сироп яблочный сок имбирное пиво яблоко лед пожелания: слабоалкогольные травяные сладкие на абсенте физзы,"Наполни рокс кубиками льда доверху. Налей в шейкер яблочный сок 40 мл, медовый сироп 20 мл и абсент 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в рокс. Долей имбирное пиво доверху и аккуратно размешай коктейльной ложкой. Укрась тремя дольками зеленого яблока"
медуза,ингредиенты: абсент какао ликер светлый трипл сек айриш крим пожелания: крепкие шоколадные сливочные травяные сладкие,"Налей в стопку какао ликер светлый 20 мл. Используя коктейльную ложку, уложи слоями ликер трипл сек 20 мл и абсент 10 мл. Аккуратно налей по капле через трубочку айриш крим 5 мл"
пача ибица,ингредиенты: ром сахарный сироп киви вишня вишневый джем лед пожелания: крепкие ягодные тропические сладкие на роме,Положи в блендер очищенный и нарезанный киви. Добавь вишневый джем 10 к. ложек. Налей сахарный сироп 25 мл и темный ром 50 мл. Насыпь в блендер совок дробленого льда и взбей. Перелей в харрикейн. Укрась двумя вишенками
яблочный мартини,ингредиенты: джин вермут яблочный ликер зеленый яблоко лед пожелания: крепкие фруктовые на джине твисты мартини,"Налей в стакан для смешивания яблочный ликер зеленый 40 мл, сухой вермут 25 мл и джин 15 мл. Наполни стакан кубиками льда и размешай коктейльной ложкой. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась тремя дольками зеленого яблока"
восток встречает запад,ингредиенты: бурбон медовый сироп ванильный сироп лимонный сок гранат мята лед лед пожелания: крепкие кислые пряные мятные на бурбоне,"Наполни рокс дробленым льдом доверху. Положи в стакан для смешивания зерна половинки граната, мяту 10 листьев и подави мадлером. Налей лимонный сок 30 мл, медовый сироп 15 мл, ванильный сироп 5 мл и бурбон 50 мл . Наполни стакан кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер и ситечко в рокс. Досыпь немного дробленого льда. Укрась листиками мяты и маленькой долькой граната. Придерживай лед джулеп стрейнером, чтобы было удобнее пить"
вкус линга,ингредиенты: джин ликер из цветков бузины бехеровка имбирный сироп кордиал лаймовый сок лайм зеленый базилик лед пожелания: крепкие пикантные на джине шорт дринки зеленые,"Наполни рокс кубиками льда. Положи в шейкер два листика зеленого базилика и подави мадлером. Налей в шейкер лаймовый сок 15 мл, домашний пшеничный кордиал 10 мл и имбирный сироп 10 мл. Добавь ликер из цветков бузины 15 мл, бехеровку 15 мл и лондонский сухой джин 40 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в рокс. Укрась листиком базилика и подсушенным кружком лайма"
красный,ингредиенты: виски сахарный сироп клюквенный сок кумкват малина лед пожелания: крепкие цитрусовые ягодные сладкие на виски,"Положи в рокс малину 5 ягод, очищенный кумкват 1 шт и подави мадлером. Наполни рокс дробленым льдом доверху. Налей клюквенный сок 30 мл и сахарный сироп 20 мл. Добавь шотландский виски 40 мл и размешай коктейльной ложкой. Досыпь немного дробленого льда"
просекко он зе рокс,ингредиенты: просекко лед пожелания: слабоалкогольные сухие на игристом шорт дринки простые,Наполни рокс кубиками льда доверху. Налей просекко 150 мл
космополитен,ингредиенты: водка трипл сек клюквенный сок лаймовый сок апельсиновая цедра лед пожелания: крепкие кислые цитрусовые на водке классика,"Налей в шейкер лаймовый сок 10 мл, клюквенный сок 50 мл, ликер трипл сек 20 мл и цитрусовую водку 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Зажги над коктейлем горелку и выжми на нее масло из апельсиновой цедры"
витаминный,ингредиенты: водка медовый сироп лимонный сок редька мед пожелания: крепкие сладкие на водке шоты разноцветные,"Налей в стопку медовый сироп 20 мл. Используя коктейльную ложку, уложи слоями лимонный сок 15 мл и водку 20 мл. Укрась кусочком редьки с медом. Выпей шот и заверши его редькой"
россо тоник,ингредиенты: вермут тоник апельсин лед пожелания: слабоалкогольные горькие на вермуте простые физзы,Наполни бокал для вина льдом. Налей красный вермут 100 мл . Долей тоник доверху и аккуратно размешай коктейльной ложкой. Укрась кружком апельсина
ром на вишне,ингредиенты: ром свежемороженая вишня сахарная пудра пожелания: крепкие ягодные на роме на компанию фиолетовые,"Не утрамбовывая, наполни двухлитровую банку свежемороженой вишней на 3/4 и добавь сахарную пудру 200 г. Залей белым ромом доверху. Закрой банку крышкой и настаивай 2 недели. Наливка готова, когда ягоды начали всплывать"
валенсианская вода в кувшине,ингредиенты: джин трипл сек просекко сахарный сироп апельсиновый сок апельсин коктейльная вишня красная лед пожелания: крепкие сладкие цитрусовые на игристом на джине,"Литрового кувшина хватит примерно на 4 хайбола. Положи в кувшин 3 красные коктейльные вишни. Наполни кувшин кубиками льда на 2/3. Налей сахарный сироп 50 мл, апельсиновый сок 200 мл, ликер трипл сек 50 мл и джин 50 мл. Долей просекко доверху и аккуратно размешай коктейльной ложкой. Укрась коктейльной вишней и долькой апельсина"
апельсиновый чейзер,ингредиенты: текила сироп корицы апельсиновый сок пожелания: крепкие сладкие пряные цитрусовые на текиле,"Литрового кувшина чейзера хватит, чтобы запить 20 стопок текилы. Налей в кувшин сироп корицы 200 мл, апельсиновый сок 800 мл и размешай коктейльной ложкой. Разлей золотую текилу и чейзер по стопкам. Выпей текилу и запей чейзером"
жидкий чизкейк,ингредиенты: водка трипл сек сахарный сироп ванильный сироп жирные сливки сыр черный шоколад лимонная цедра лед пожелания: крепкие сливочные пряные цитрусовые сладкие,"Положи в шейкер сыр маскарпоне 1 к. ложку и лимонную цедру. Налей жирные сливки 20 мл, ванильный сироп 10 мл, сахарный сироп 10 мл, ликер трипл сек 10 мл и ванильную водку 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась тертым черным шоколадом"
наоми,ингредиенты: водка кофейный ликер ванильный сироп жирные сливки ежевика малина лед пожелания: крепкие сладкие сливочные ягодные на водке,"Положи в шейкер ежевику 3 ягоды, малину 3 ягоды и подави мадлером. Налей кофейный ликер 20 мл и черносмородиновую водку 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Налей в миску жирные сливки 50 мл и ванильный сироп 5 мл. Тщательно взбей венчиком. Используя коктейльную ложку, уложи на коктейль слой ванильных сливок из миски. Укрась ежевикой на коктейльной шпажке. Если ты хочешь приготовить много коктейлей и будешь использовать более 500 мл сливок, удобнее воспользоваться сифоном для сливок"
