name,input,label
бубль-гум,ингредиенты: банановый ликер зеленый de kuype ликер амаретто fruko schul нежирные сливки лед пожелания: крепкие сливочные сладкие тропические на ликере,"Налей в шейкер нежирные сливки 15 мл, ликер амаретто 15 мл и банановый ликер зеленый 15 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в стопку"
ирландские братья,ингредиенты: виски ликер драй оранж de kuype айриш крим яблочный ликер зеленый fruko schul пожелания: крепкие сливочные на ликере шоты разноцветные,"Налей в стопку яблочный ликер зеленый 10 мл. Используя коктейльную ложку, уложи слоями айриш крим 10 мл, ликер драй оранж 10 мл и ирландский виски 10 мл"
подлесок,ингредиенты: бурбон саке биттер ореховый ликер de kuype апельсиновый сок ростки гороха с приправами трюфельное масло черный шоколад апельсиновая цедра лед пожелания: крепкие кислые цитрусовые на бурбоне театр,"Наполни хайбол кубиками льда доверху. Налей в шейкер ореховый ликер 5 мл, красный вермут 30 мл и саке 10 мл. Добавь трюфельное масло 3 дэш, красный биттер 30 мл и бурбон 30 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в хайбол. Налей в сифон апельсиновый сок 30 мл и черный шоколад 5 г. Закрой сифон и взбей 3-4 раза. Укрась коктейль пеной из сифона, апельсиновой цедрой и ростками гороха"
манго серж,ингредиенты: коньяк трипл сек fruko schul ликер манго fruko schul просекко мускатный орех молотый лед пожелания: крепкие цитрусовые на коньяке на игристом шоты,"Налей в шейкер ликер манго 15 мл, ликер трипл сек 15 мл и коньяк 15 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в стопку. Посыпь мускатным орехом молотым. Налей в другую стопку просекко 50 мл. Пить можно в любой последовательности"
водка тоник,ингредиенты: водка лимонный сок тоник лимон лед пожелания: слабоалкогольные цитрусовые горькие на водке лонги,Наполни хайбол кубиками льда доверху. Налей лимонный сок 15 мл и водку 50 мл. Долей тоник доверху и аккуратно размешай коктейльной ложкой. Укрась долькой лимона
теплое яблоко,ингредиенты: кальвадос медовый сироп сахарный сироп лимонный сок вода яблоко шиповник гвоздика бадьян пожелания: крепкие цитрусовые ягодные кислые пряные,"Положи в питчер шиповник 1 к. ложку и кипяток 150 мл. Дай настояться несколько минут и процеди через ситечко. Добавь в питчер гвоздику 5 шт. и бадьян 1 шт.. Налей лимонный сок 30 мл, свежесваренный отвар шиповника 150 мл, медовый сироп 20 мл, сахарный сироп 10 мл и кальвадос 50 мл. Нагрей, не доводя до кипения, и перелей через ситечко в кубок. Укрась веером из долек яблока и ягодами шиповника"
черный камень,ингредиенты: женевер виски вермут драмбуи лед пожелания: крепкие сухие травяные горькие на джине,Налей в стакан для смешивания драмбуи 5 мл и односолодовый виски с острова Айла 5 мл. Добавь сухой вермут 10 мл и дженевер 40 мл. Наполни стакан для смешивания кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер в коктейльный бокал. Помести в бокал термометр и отрегулируй температуру коктейля до 4°C
амиго,ингредиенты: текила кофейный ликер fruko schul жирные сливки пожелания: крепкие сливочные кофейные сладкие на текиле,"Налей в стопку кофейный ликер 20 мл. Используя коктейльную ложку, уложи слоями жирные сливки 10 мл и серебряную текилу 20"
после закрытия,ингредиенты: абсент джин сироп мятный мохито шоколадное масло лед пожелания: крепкие травяные сладкие на джине простые,Налей в стакан для смешивания сироп мятный мохито 25 мл и джин 50 мл . Добавь абсент 2 дэш . Наполни стакан кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стренер в охлажденный коктейльный бокал. Укрась несколькими каплям домашнего шоколадного масла
маргарита без сахара,ингредиенты: текила трипл сек fruko schul лаймовый сок лайм соль лед пожелания: крепкие цитрусовые кислые соленые на текиле,"Сделай на бокале соленую окаемку. Налей в шейкер лаймовый сок 15 мл, ликер трипл сек 30 мл и серебряную текилу 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный бокал для маргариты. Укрась долькой лайма"
ураган,ингредиенты: ром ром сироп маракуйи гренадин ананасовый сок апельсиновый сок лаймовый сок лимон лед пожелания: слабоалкогольные тропические цитрусовые сладкие на роме,"Наполни харрикейн кубиками льда доверху. Налей в шейкер лаймовый сок 30 мл, апельсиновый сок 60 мл и ананасовый сок 60 мл. Добавь сироп маракуйи 15 мл, гренадин 5 мл, темный ром 30 мл и белый ром 30 мл. Наполни шейкер кубиками льда и взбей. Перелей через в стрейнер в харрикейн. Укрась кружком лимона"
тайвань ти-ни,ингредиенты: джин сок личи чай лотосовый улун мачилусовый мед сушеный инжир лед пожелания: крепкие тропические сладкие на джине тини,"Налей в чайник сок личи 30 мл, мачилусовый мед 15 мл и джин 15 мл. Добавь сушеный красный инжир 3 шт и чай лотосовый улун 1 к. ложку. В другой чайник налей джин 60 мл и подожги. Перелей горящий джин в чайник с остальными ингредиентами. Аккуратно перемешай коктейльной ложкой и закрой чайник крышкой. Наполни шейкер кубиками льда и перелей в него содержимое чайника. Тщательно взбей. Перелей коктейль через стрейнер в охлажденный коктейльный бокал. Укрась сушеным инжиром"
кофейный джин тоник с ягодами,ингредиенты: джин сироп мятный мохито лимонный сок имбирное пиво кофе эспрессо клубника малина мята лед пожелания: слабоалкогольные пряные кофейные на джине физзы,Положи в бокал кубики льда и ягоды. Налей в бокал для вина сироп мятный мохито 20 мл и лимонный сок 10 мл. Добавь имбирное пиво 120 мл и джин 40 мл. Аккуратно размешай коктейльной ложкой и долей эспрессо доверху. Укрась листиками мяты
цитрусовая маргарита,ингредиенты: текила сироп агавы лаймовый сок лимонный сок лайм лед пожелания: крепкие цитрусовые кислые на текиле твисты,"Наполни кубок кубиками льда доверху. Налей в шейкер лимонный сок 15 мл, лаймовый сок 10 мл, сироп агавы 10 мл и серебряную текилу 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в кубок. Укрась двумя кружками лайма"
клубничный слинг,ингредиенты: сахарный сироп лимонный сок спрайт клубника мята корень имбиря лед пожелания: безалкогольные ягодные пряные сладкие на газировке,"Наполни слинг кубиками льда доверху. Положи в шейкер клубнику 7 ягод, дольку корня имбиря и подави мадлером. Добавь лимонный сок 15 мл и сахарный сироп 10 мл . Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в слинг. Долей спрайт доверху и аккуратно размешай коктейльной ложкой. Укрась ягодой клубники и веточкой мяты на шпажке"
плакса,ингредиенты: ром ром ром вермут банановый ликер желтый fruko schul ликер фалернум ликер пименто драм сироп корицы лед пожелания: крепкие пряные на роме шорт дринки коричневые,"Налей в стакан для смешивания сироп корицы 5 мл, ликер фалернум 5 мл, банановый ликер желтый 5 мл и сверхкрепкий ром 5 мл. Добавь ликер Пименто Драм 2 дэш, красный вермут 25 мл, пряный ром 25 мл и выдержанный ром 25 мл. Наполни стакан кубиками льда и аккуратно размешай коктейльной ложкой. Перелей через стрейнер в охлажденный коктейльный бокал"
космо ти,ингредиенты: сироп маракуйи яблочный сок клюквенный сок грейпфрут лайм апельсин корица в палочках гвоздика пожелания: безалкогольные сладкие пряные цитрусовые тропические,"Положи в питчер четвертинку лайма, дольку грейпфрута и дольку апельсина. Налей сироп маракуйи 15 мл, яблочный сок 100 мл и клюквенный сок 100 мл. Добавь палочку корицы и гвоздику 1 шт.. Помешивая, нагрей, не доводя до кипения. Перелей в чайник. Подавай на подставке со свечкой, чтобы коктейль не остывал"
чивава,ингредиенты: текила трипл сек fruko schul тростниковый сахар в кубиках лед пожелания: крепкие цитрусовые на ликере на текиле шоты,"Налей в стопку ликер трипл сек 20 мл. Используя коктейльную ложку, уложи слой серебряной текилы 20 мл. Подожги коктейль. Используя вилку, растопи кубик тростникового сахара над огнем так, чтобы капли карамели падали в стопку. Потуши огонь, когда весь сахар растает. Не дай стопке долго гореть, а то лопнет. Перед употреблением проведи по краям стопки кубиком льда"
спасибо за прошлый раз,ингредиенты: аквавит гентиана биттер лимонный сок тоник клубничный шраб белок перепелиного яйца свеже-мороженая клубника лед лед пожелания: слабоалкогольные кислые горькие травяные ягодные,"Положи в коллинз ледяной куб. Налей в шейкер лимонный сок 10 мл и белок перепелиного яйца 20 мл. Добавь домашний клубничный шраб 10 г, гентиану 30 мл и аквавит 20 мл. Тщательно взбей безо льда. Наполни шейкер кубиками льда и взбей еще раз. Перелей через стрейнер в коллинз. Долей тоник доверху. Укрась ангостурой биттером и свежемороженой клубникой"
джин на черной смородине,ингредиенты: джин лимон черная смородина сахарная пудра пожелания: крепкие ягодные на джине на компанию фиолетовые,"Положи в двухлитровую банку натертую цедру одного лимона. Не утрамбовывая, наполни банку ягодами черной смородины на 3/4. Добавь сахарную пудру 300 г и долей джин доверху . Закрой банку крышкой и настаивай 2–3 недели. Настойка готова, когда ягоды начали всплывать"
эспрессо мартини,ингредиенты: водка кофейный ликер fruko schul ванильный сироп кофе эспрессо кофе в зернах лед пожелания: крепкие пряные кофейные сладкие на водке,"Налей в шейкер холодный эспрессо 50 мл, ванильный сироп 5 мл, кофейный ликер 15 мл и водку 30 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась зернами кофе"
тропическая маргарита,ингредиенты: текила кокосовый ликер fruko schul биттер лаймовый сок спрайт лимонная трава лед пожелания: крепкие цитрусовые сладкие тропические на текиле,"Наполни бокал для вина кубиками льда доверху. Сделай на стебле лимонной травы широкий срез и несколько надрезов и опусти стебель в бокал. Налей лаймовый сок 10 мл, кокосовый ликер 20 мл и серебряную текилу 30 мл . Добавь ангостуру биттер 1 дэш. Долей спрайт доверху и аккуратно размешай стеблем лимонной травы"
джем джекпот,ингредиенты: виски биттер малиновое пюре клубничное пюре инжирный джем лед пожелания: слабоалкогольные ягодные сладкие на виски театр,"Положи в шейкер инжирный джем 1 к. ложку, малиновое пюре 6 к. ложек и клубничное пюре 6 к. ложек. Добавь американский виски 50 мл и ангостуру биттер 1 дэш. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в банку"
фьюжн персик,ингредиенты: водка имбирный сироп ананасовый сок персик лепестки роз лед пожелания: крепкие пряные фруктовые тропические сладкие,"Положи в блендер очищенную и нарезанную четвертинку персика. Налей ананасовый сок 60 мл, имбирный сироп 10 мл и водку 40 мл. Добавь в блендер совок дробленого льда и взбей. Перелей в охлажденное шампанское блюдце. Укрась лепестком розы"
крутая пощечина,ингредиенты: писко виски банановый ликер желтый fruko schul биттер сахарный сироп лимонная цедра лед пожелания: крепкие сладкие на писко шорт дринки коричневые,"Налей в шейкер сахарный сироп 10 мл и банановый ликер желтый 25 мл. Добавь апельсиновый биттер 1 дэш, односолодовый виски с острова Айла 5 мл и писко 30 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в шампанское блюдце. Укрась лимонной цедрой"
ванила кик,ингредиенты: водка сахарный сироп лимон мармелад лед пожелания: крепкие цитрусовые сладкие на водке шорт дринки,"Положи в рокс четвертинку лимона и подави мадлером. Наполни рокс дробленым льдом доверху. Налей сахарный сироп 20 мл, ванильную водку 40 мл и размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась желтым мармеладом"
апрель в париже,ингредиенты: ликер из цветков бузины de kuype белое вино вода цветы фиалки уксус лед пожелания: слабоалкогольные цветочные на вине шорт дринки прозрачные,"Налей в шейкер ликер из цветков бузины 25 мл, белый винный уксус 5 мл, розовую воду 1 дэш и сотерн 35 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в охлажденный коктейльный бокал. Укрась цветками фиалки"
мятный лимонад в кувшине,ингредиенты: сахарный сироп лаймовый сок содовая красный базилик мята лед пожелания: безалкогольные мятные цитрусовые кислые на содовой,Литрового кувшина хватит примерно на 4 хайбола. Наполни кувшин кубиками льда на 2/3. Положи в блендер мяту 30 листьев. Налей сахарный сироп 50 мл и лаймовый сок 60 мл. Взбей в блендере без добавления льда. Перелей в кувшин. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась листиками красного базилика
пряный ром с колой,ингредиенты: ром лаймовый сок кола лайм лед пожелания: слабоалкогольные сладкие пряные на роме лонги,Наполни хайбол кубиками льда доверху. Налей лаймовый сок 10 мл и пряный ром 50 мл. Долей колу доверху и аккуратно размешай коктейльной ложкой. Укрась 2 кружочками лайма
полынный гимлет “бен фиддич”,ингредиенты: джин лаймовый сок мята розмарин полынь шалфей мед лед лед пожелания: крепкие травяные на джине шорт дринки гимлеты,"Положи в бокал для вина ледяной куб. Положи в шейкер полынь 10 г и шалфей 5 г и подави мадлером. Налей лаймовый сок 10 мл, мед 10 мл и ботаникал джин 50 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в бокал для вина. Укрась веточкой розмарина и мятой"
борец,ингредиенты: текила огурец соль пожелания: крепкие овощные соленые на текиле простые,"Налей в стопку золотую текилу 50 мл. Положи в другую стопку ломтик огурца, посыпанный солью. Выпей текилу и заверши ее огурцом"
ривер,ингредиенты: водка сахарный сироп лимонный сок мандарин лед пожелания: крепкие цитрусовые сладкие на водке шорт дринки,Положи в рокс нарезанный на дольки мандарин и подави мадлером. Наполни рокс дробленым льдом доверху. Налей лимонный сок 15 мл и сахарный сироп 20 мл. Добавь водку 50 мл и размешай коктейльной ложкой. Укрась четвертинкой мандарина
лав ми ду,ингредиенты: ром лимончелло ликер личи fruko schul лаймовый сок сок манго маракуйя малина лед пожелания: крепкие тропические цитрусовые фруктовые сладкие,"Положи в шейкер мякоть одной маракуйи и подави мадлером. Налей лаймовый сок 10 мл, манговый сок 50 мл, ликер личи 10 мл, лимончелло 10 мл и белый ром 30 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась тремя ягодками малины"
лонг берри айс ти,ингредиенты: текила джин водка ром трипл сек fruko schul малиновый сироп лаймовый сок ежевика клубника красная смородина мята сахарная пудра лед пожелания: крепкие ягодные сладкие цитрусовые твисты,"Наполни бокал для вина дробленым льдом на 1/3. Налей лаймовый сок 10 мл, малиновый сироп 20 мл, ликер трипл сек 20 мл, серебряную текилу 20 мл и белый ром 20 мл. Добавь джин 20 мл и водку 20 мл и аккуратно размешай коктейльной ложкой. Положи нарезанные клубнику 2 ягоды и ежевику 2 ягоды. Добавь ягоды двух веточек красной смородины и пару листиков мяты. Досыпь дробленый лед доверху. Укрась веточкой мяты и ягодами красной смородины, посыпанными сахарной пудрой"
кир рояль,ингредиенты: черносмородиновый ликер fruko schul просекко коктейльная вишня красная пожелания: слабоалкогольные сладкие ягодные на игристом твисты,Налей в охлажденный флюте черносмородиновый ликер 20 мл. Уложи слой просекко 120 мл и аккуратно размешай коктейльной ложкой. Укрась коктейльной вишней
бандунг свизл,ингредиенты: джин амаро сироп гибискуса лимонный сок сгущенное молоко сушеный ананас лед лед пожелания: крепкие травяные горькие на джине шорт дринки,"Налей в шейкер сгущенное молоко 10 мл, лимонный сок 20 мл и сироп гибискуса 10 мл. Добавь амаро 20 мл и лондонский сухой джин 40 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в рокс. Укрась половинкой сушеного ананаса"
живая лаванда!,ингредиенты: джин италикус лимонный сок сок маракуйи лаванда мята лавандовый мед абрикосовый джем лед пожелания: крепкие травяные цветочные на джине лонги,"Налей в шейкер сок маракуйи 10 мл, лимонный сок 10 мл и лавандовый мед 10 мл. Добавь абрикосовый джем 5 г, италикус 15 мл и лондонский сухой джин 50 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в охлажденный бокал. Укрась веточкой мяты и лаванды"
сладко-яблочный драй,ингредиенты: вермут яблочный сок спрайт яблоко лед пожелания: слабоалкогольные сладкие на вермуте лонги простые,Наполни хайбол кубиками льда доверху. Налей сухой вермут 50 мл и спрайт 50 мл. Долей яблочный сок доверху и аккуратно размешай коктейльной ложкой. Укрась тремя дольками зеленого яблока
бренди сауэр,ингредиенты: коньяк сахарный сироп лимонный сок белок перепелиного яйца лимон коктейльная вишня красная лед пожелания: крепкие цитрусовые на коньяке твисты сауэры,"Наполни рокс кубиками льда доверху. Налей в шейкер белок перепелиного яйца 20 мл, лимонный сок 15 мл, сахарный сироп 20 мл и коньяк 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в рокс. Укрась кружком лимона и коктейльной вишней на шпажке"
тропикон,ингредиенты: маурин квина гентиана пикон гренадин лаймовый сок содовая апельсин вишня мята лед пожелания: слабоалкогольные цитрусовые на ликере физзы коричневые,"Наполни хайбол кубиками льда доверху. Налей гренадин 10 мл и лаймовый сок 20 мл. Добавь пикон 20 мл, маурин квину 20 мл и гентиану 20 мл. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась подсушенным кружком апельсина, листиком мяты и вишней"
соленая мучача,ингредиенты: текила грейпфрут лайм мед соль лед пожелания: крепкие кислые цитрусовые соленые на текиле,"Положи в рокс грейпфрут 2 дольки, лайм 2 дольки и мед 20 мл. Добавь щепотку соли и подави мадлером. Наполни рокс дробленым льдом доверху. Налей серебряную текилу 50 мл и размешай коктейльной ложкой. Досыпь немного дробленого льда. Укрась кружком лайма с солью"
стиль жизни,ингредиенты: самбука классическая ром яичный ликер fruko schul ананасовый сок апельсиновый сок лепестки роз вишневый джем лед лед пожелания: слабоалкогольные ягодные цитрусовые тропические сладкие,"Наполни харрикейн дробленым льдом доверху. Положи в шейкер вишневый джем 3 к. ложки. Налей апельсиновый сок 40 мл, ананасовый сок 40 мл, яичный ликер 10 мл, самбуку 10 мл и золотой ром 40 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер в харрикейн. Укрась лепестком розы"
пача монако,ингредиенты: кальвадос джин гренадин лайм грейпфрут лимон киви карамбола вишня соль лед пожелания: крепкие сладкие цитрусовые соленые на джине,"Положи в харрикейн нарезанные большими кусками дольки грейпфрута, лимона и лайма. Добавь щепотку соли и подави мадлером. Наполни харрикейн дробленым льдом доверху. Налей гренадин 25 мл и кальвадос 25 мл. Добавь джин 50 мл и аккуратно размешай коктейльной ложкой. Укрась долькой карамболы, кружком киви и двумя вишенками"
классический лимонад в кувшине,ингредиенты: сахарный сироп содовая лимон мята лед пожелания: безалкогольные мятные сладкие цитрусовые на содовой,Литрового кувшина хватит примерно на 4 хайбола. Положи в кувшин мяту 10 листьев. Выжми лимонный сок 90 мл и положи в кувшин выжатые лимонные дольки. Наполни кувшин кубиками льда на 2/3. Налей сахарный сироп 120 мл. Долей содовую доверху и аккуратно размешай коктейльной ложкой
глубинная секс-бомба,ингредиенты: мятный ликер зеленый fruko schul ликер маракуйи fruko schul трипл сек fruko schul светлое пиво пожелания: крепкие цитрусовые тропические мятные на пиве,"Налей в хайбол светлое пиво на 2/3. Налей в стопку мятный ликер зеленый 15 мл. Используя коктейльную ложку, уложи слоями ликер маракуйи 15 мл и ликер трипл сек 15 мл. Подожги шот и опусти стопку в хайбол с пивом"
апельсиновый коллинз,ингредиенты: ликер драй оранж de kuype лимонный сок содовая апельсиновая цедра лед пожелания: слабоалкогольные цитрусовые на ликере лонги физзы,Наполни коллинз кубиками льда доверху. Налей лимонный сок 15 мл и ликер Драй Оранж 50 мл. Долей содовую доверху и аккуратно размешай коктейльной ложкой. Укрась апельсиновой цедрой
терапия,ингредиенты: виски кордиал лимонный сок орчата с манго и кешью цветы фиалки лед пожелания: слабоалкогольные сливочные на виски театр бежевые,Наполни сосуд для саке кубиками льда. Налей домашнюю орчату из кешью и манго 60 мл и лимонный сок 10 мл. Добавь домашний пшеничный кордиал 10 мл и шотландский виски 40 мл. Аккуратно размешай коктейльной ложкой. Укрась фиалкой и подавай в чаше для саке
килим,ингредиенты: водка медовый сироп гранатовый сок апельсиновый сок апельсин маракуйя мята гвоздика бадьян молотая корица молотый имбирь корень имбиря лед лед пожелания: слабоалкогольные пряные цитрусовые фруктовые тропические,"Наполни хайбол дробленым льдом доверху. Положи в шейкер мякоть половинки маракуйи и выжми сок корня имбиря 5 мл. Налей апельсиновый сок 50 мл, медовый сироп 15 мл и домашнюю пряную водку 40 мл. Добавь гвоздику 1 шт., бадьян 1 шт., по щепотке молотой корицы и молотого имбиря. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в хайбол. Долей гранатовый сок 10 мл. Досыпь немного дробленого льда. Укрась кружком апельсина, звездочкой бадьяна и веточкой мяты"
12 миль,ингредиенты: ром виски трипл сек fruko schul гренадин лимонный сок мята сушеный ананас лед пожелания: крепкие фруктовые на роме лонги оранжевые,"Наполни хайбол кубиками льда доверху. Налей в шейкер лимонный сок 20 мл, гренадин 15 мл и ликер трипл сек 15 мл. Добавь ржаной виски 10 мл и ананасовый ром 40 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер в охлажденный бокал. Укрась веточкой мяты и сушеным ананасом"
примавера,ингредиенты: текила розмарин голубичный джем табаско соус красный апельсиновая цедра лед пожелания: крепкие пикантные травяные ягодные на текиле,Наполни рокс кубиками льда доверху. Положи в стакан для смешивания голубичный джем 2 к. ложки и веточку розмарина. Добавь табаско соус красный 3 капли и серебряную текилу 50 мл. Наполни стакан для смешивания кубиками льда и размешай коктейльной ложкой. Перелей через стрейнер и ситечко в рокс. Укрась веточкой розмарина и апельсиновой цедрой
шоколадная смородина,ингредиенты: водка шоколадный сироп молотый кофе лайм сахарный песок пожелания: крепкие шоколадные сладкие на водке шоты,"Налей в стопку шоколадный сироп 25 мл. Используя коктейльную ложку, уложи слой черносмородиновой водки 25 мл. Укрась долькой лайма, посыпанной молотым кофе и сахарным песком. Выпей шот и заверши его лаймом"
водка мятный чай,ингредиенты: водка сахарный сироп лимонный сок холодный зеленый чай мята лед пожелания: слабоалкогольные мятные на водке лонги зеленые,"Положи в хайбол мяту 15 листьев. Наполни хайбол кубиками льда доверху. Налей лимонный сок 15 мл, сахарный сироп 10 мл и водку 50 мл. Долей холодный зеленый чай доверху и аккуратно размешай коктейльной ложкой. Укрась веточкой мяты"
электрик чейзер,ингредиенты: текила сахарный сироп клюквенный сок лаймовый сок красный базилик пожелания: крепкие кислые травяные на текиле на компанию,"Литрового кувшина чейзера хватит, чтобы запить 20 стопок текилы. Положи в стакан для смешивания нарезанный красный базилик 60 листьев. Налей сахарный сироп 50 мл, лаймовый сок 75 мл и подави мадлером. Перелей через стрейнер и ситечко в кувшин. Долей клюквенный сок 800 мл и аккуратно размешай коктейльной ложкой. Разлей золотую текилу по стопкам. Разлей чейзер по стопкам. Выпей текилу и запей чейзером"
дымный шотландец,ингредиенты: виски ванильный сироп лимонный сок белок перепелиного яйца апельсин тимьян лед пожелания: крепкие сладкие пряные травяные цитрусовые,"Положи в шейкер четвертинку апельсина, веточку тимьяна и подави мадлером. Налей белок перепелиного яйца 25 мл, лимонный сок 15 мл, ванильный сироп 15 мл и шотландский виски 50 мл. Наполни шейкер кубиками льда и тщательно взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась веточкой тимьяна"
малиновый лимонадик,ингредиенты: малиновый сироп лимонный сок спрайт лимон лайм малина мята лед пожелания: безалкогольные ягодные цитрусовые кислые на газировке,"Положи в хайбол малину 3 ягоды и подави мадлером. Добавь кружок лимона и наполни хайбол кубиками льда доверху. Налей лимонный сок 30 мл и малиновый сироп 20 мл . Долей спрайт доверху и аккуратно размешай коктейльной ложкой. Укрась кружком лимона, лайма и веточкой мяты"
севиче чейзер,ингредиенты: текила лимонный сок томатный сок кориандр табаско соус красный устричный соус ворчестер соус соль черный перец молотый пожелания: крепкие пикантные овощные соленые на текиле,"Литрового кувшина чейзера хватит, чтобы запить 20 стопок текилы. Налей в кувшин лимонный сок 60 мл, томатный сок 750 мл, устричный соус 100 мл, ворчестер соус 15 мл и табаско соус красный 10 мл. Добавь соль 1 к. ложку и черный перец молотый 1 к. ложку,  горсть мелко нарезанного кориандра и аккуратно размешай коктейльной ложкой. Разлей золотую текилу и чейзер по стопкам. Выпей текилу и запей чейзером"
кловер клаб,ингредиенты: джин малиновый сироп лаймовый сок белок перепелиного яйца малина лед пожелания: крепкие сладкие ягодные на джине классика,"Налей в шейкер белок перепелиного яйца 15 мл, лаймовый сок 15 мл, малиновый сироп 25 мл и джин 50 мл. Наполни шейкер кубиками льда и тщательно взбей . Перелей через стрейнер в охлажденный коктейльный бокал. Укрась коктейль ягодой малины на шпажке"
яблоко с кардамоном,ингредиенты: водка сахарный сироп лимонный сок яблочный сок яблоко кардамон лед пожелания: крепкие кислые пряные фруктовые на водке,"Положи в шейкер семечко кардамона и нарезанную половину зеленого яблока. Добавь лимонный сок 15 мл и подави мадлером. Налей в шейкер яблочный сок 20 мл, сахарный сироп 10 мл и водку 50 мл. Наполни шейкер кубиками льда и взбей. Перелей через стрейнер и ситечко в охлажденный коктейльный бокал. Укрась веером из долек яблока"
